age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
38,129,50,0.59,0,0
51,11,58,0.38,0,0
21,45,67,0.45,0,1
21,231,86,0.14,11,1
46,167,6,0.33,0,0
57,131,6,0.27,0,1
16,238,1,0.09,0,0
19,85,98,0.23,0,0
25,164,32,0.2,25,0
39,255,8,0.42,0,0
57,106,47,0.4,20,1
39,67,38,0.53,36,0
37,195,27,0.11,31,0
42,57,97,0.09,0,0
24,241,65,0.59,0,0
35,16,16,0.09,0,0
38,101,65,0.54,0,1
37,270,18,0.03,0,0
35,210,7,0.33,0,0
31,262,59,0.28,38,0
59,208,84,0.15,0,0
40,269,38,0.22,0,0
39,133,74,0.21,0,0
51,70,91,0.04,0,0
25,24,29,0.29,9,0
49,169,31,0.08,0,0
53,29,57,0.21,0,0
52,95,9,0.02,0,1
20,290,42,0.18,0,0
24,217,52,0.45,23,0
49,290,21,0.53,0,1
52,262,84,0.36,40,1
45,209,81,0.26,26,1
48,134,79,0.16,31,0
34,120,89,0.55,0,0
53,14,96,0.14,0,1
44,189,1,0.42,0,1
45,201,39,0.51,13,0
56,210,2,0.52,0,0
44,90,47,0.59,0,0
21,297,40,0.23,0,0
41,296,42,0.15,37,0
27,261,74,0.09,0,0
19,96,67,0.27,38,0
35,76,78,0.07,0,0
49,43,24,0.48,0,0
22,250,26,0.21,28,0
47,32,52,0.33,48,0
43,292,19,0.32,0,1
40,220,97,0.05,0,0
24,32,95,0.49,0,0
32,41,54,0.58,0,1
30,176,17,0.35,0,0
20,112,45,0.55,0,0
34,254,74,0.6,34,0
25,22,87,0.27,0,0
59,86,17,0.12,0,1
43,299,39,0.12,0,0
52,113,35,0.23,0,0
55,91,55,0.59,0,0
16,215,58,0.23,0,0
50,215,46,0.54,0,0
21,44,41,0.31,0,1
36,75,93,0.59,0,1
42,52,55,0.05,0,1
25,154,4,0.39,14,1
20,11,59,0.42,0,1
55,100,31,0.07,0,0
34,193,78,0.13,0,0
34,155,21,0.35,0,1
59,97,2,0.56,9,0
35,104,7,0.28,0,0
25,294,74,0.36,0,0
53,140,28,0.4,0,0
56,264,28,0.3,8,0
32,111,70,0.18,13,0
59,114,13,0.01,0,0
37,262,53,0.55,0,0
58,158,66,0.04,0,0
36,135,1,0.04,0,0
36,152,39,0.06,0,0
23,92,40,0.42,0,0
55,276,78,0.1,0,1
42,98,84,0.22,0,0
37,100,17,0.07,0,0
34,64,34,0.5,16,0
25,265,26,0.5,14,0
33,147,82,0.5,0,0
42,109,70,0.22,37,0
43,63,90,0.32,49,1
40,174,12,0.2,15,1
19,83,85,0.45,0,0
46,170,38,0.6,0,0
36,160,67,0.46,0,0
38,246,91,0.17,49,0
22,146,45,0.44,0,0
32,113,88,0.01,45,0
22,180,77,0.1,0,0
18,12,70,0.46,0,1
49,85,62,0.01,0,0
50,80,76,0.39,47,1
41,61,1,0.39,16,1
41,139,18,0.25,17,0
35,241,33,0.04,0,0
17,115,80,0.1,0,0
17,291,4,0.02,0,0
25,49,9,0.45,6,0
55,133,75,0.39,10,0
55,63,11,0.24,0,1
31,199,58,0.08,0,1
58,15,55,0.3,35,0
24,247,38,0.17,0,0
50,264,71,0.27,0,0
45,106,62,0.52,41,1
56,98,12,0.56,0,1
55,112,44,0.03,0,0
30,68,50,0.53,36,0
40,11,11,0.42,0,1
48,286,61,0.08,0,1
52,219,23,0.14,0,0
44,59,6,0.57,0,1
53,45,47,0.6,0,0
50,177,53,0.22,0,0
21,36,1,0.02,0,0
57,130,7,0.08,0,1
31,88,11,0.54,47,1
51,128,40,0.41,0,0
51,206,49,0.55,43,0
45,139,79,0.08,44,0
48,188,32,0.03,0,1
21,289,92,0.2,27,1
37,52,41,0.28,0,0
57,284,52,0.35,0,0
28,67,67,0.13,44,0
46,255,21,0.5,0,0
21,36,40,0.27,0,0
59,195,21,0.54,0,0
49,256,7,0.11,5,0
44,37,93,0.19,0,0
54,19,62,0.34,39,0
40,131,64,0.41,0,1
57,270,75,0.13,18,0
57,176,6,0.12,0,0
21,192,52,0.46,0,1
19,96,42,0.41,0,1
32,80,85,0.34,0,0
56,162,29,0.32,0,1
16,48,31,0.48,44,0
21,269,86,0.16,43,1
53,264,70,0.23,0,0
49,221,82,0.59,0,1
52,93,26,0.54,0,0
35,15,33,0.59,0,0
57,172,29,0.41,0,0
18,234,69,0.26,44,1
19,75,21,0.24,10,0
49,168,87,0.48,0,0
24,298,67,0.42,11,0
16,99,66,0.37,0,0
50,271,19,0.19,0,0
53,79,74,0.05,0,0
39,172,58,0.45,12,0
59,66,35,0.0,49,0
19,291,5,0.1,0,1
19,165,12,0.48,0,0
51,145,85,0.3,0,0
28,139,26,0.49,0,0
55,280,28,0.2,0,1
37,152,87,0.57,23,0
53,232,10,0.15,38,0
44,10,81,0.55,0,0
55,248,74,0.52,0,0
24,216,76,0.28,0,0
59,19,88,0.58,0,1
48,63,19,0.57,0,0
57,206,97,0.39,38,1
41,78,33,0.04,0,0
25,171,52,0.36,11,0
33,219,55,0.52,7,0
49,177,24,0.03,0,1
33,100,8,0.02,45,0
35,288,65,0.54,0,0
53,197,21,0.09,45,0
52,158,22,0.32,0,0
21,251,47,0.55,0,0
50,289,16,0.31,0,0
29,106,55,0.35,0,0
22,72,7,0.5,0,0
45,116,97,0.21,0,1
59,159,48,0.21,0,1
47,159,81,0.06,0,1
46,97,56,0.26,0,0
21,26,96,0.24,0,0
49,283,8,0.38,0,0
59,166,68,0.23,19,0
31,285,5,0.04,0,0
55,295,27,0.39,0,0
28,77,4,0.06,0,1
52,81,16,0.37,0,0
50,124,85,0.41,0,0
54,43,26,0.59,0,1
17,116,40,0.01,0,0
37,166,38,0.17,0,0
46,70,98,0.21,0,1
21,199,48,0.24,0,0
59,44,36,0.29,36,0
22,30,31,0.4,12,1
20,250,97,0.24,0,0
39,84,41,0.45,0,0
30,77,56,0.29,0,1
23,215,98,0.21,0,0
20,115,28,0.09,29,0
46,297,88,0.14,0,0
30,84,22,0.25,5,0
49,163,54,0.57,0,0
24,221,93,0.22,0,0
27,198,50,0.57,0,0
39,136,41,0.04,0,1
24,113,42,0.56,32,1
18,64,41,0.54,0,0
26,150,40,0.06,0,0
28,125,56,0.5,23,1
34,14,84,0.56,0,1
58,259,67,0.17,0,0
47,123,42,0.54,0,1
33,171,13,0.49,0,0
25,195,39,0.36,0,0
44,67,66,0.53,0,0
52,280,53,0.41,0,0
40,169,90,0.28,0,0
46,165,87,0.57,0,0
51,73,81,0.1,0,0
23,101,96,0.41,0,1
53,15,26,0.02,29,1
41,120,97,0.16,0,0
16,215,58,0.48,0,1
40,249,95,0.35,0,1
31,229,15,0.3,0,0
20,106,10,0.19,10,0
25,122,69,0.09,0,0
57,85,44,0.31,38,0
26,14,16,0.34,18,0
48,171,31,0.4,0,0
28,220,96,0.01,0,0
50,251,9,0.39,0,0
51,190,88,0.03,0,0
31,13,70,0.34,0,0
17,240,65,0.54,7,0
22,205,94,0.26,0,1
52,224,49,0.38,0,0
46,168,81,0.09,0,0
27,247,46,0.46,0,1
49,210,11,0.07,8,0
25,213,76,0.42,0,0
45,111,26,0.49,0,0
51,245,63,0.58,0,1
33,141,62,0.34,0,0
49,274,38,0.1,0,0
42,180,63,0.57,0,0
35,234,79,0.44,9,0
24,78,12,0.47,0,0
48,282,11,0.2,29,1
18,95,37,0.24,7,1
58,178,98,0.43,0,0
30,210,65,0.02,0,0
56,159,21,0.17,0,0
57,203,11,0.54,0,0
41,69,51,0.06,16,0
41,156,9,0.31,25,0
52,98,35,0.23,0,0
44,270,55,0.51,43,0
26,160,23,0.06,45,0
18,14,49,0.5,0,0
39,116,7,0.04,0,1
17,41,6,0.56,0,0
28,160,2,0.24,0,0
49,30,3,0.24,0,0
32,88,75,0.54,0,1
33,298,34,0.15,0,0
30,193,66,0.57,43,1
50,205,43,0.48,47,0
20,266,36,0.46,34,0
57,254,72,0.07,0,0
34,293,33,0.35,0,0
28,150,88,0.16,0,0
20,39,94,0.53,0,0
58,173,26,0.06,0,1
32,128,94,0.48,0,0
48,217,17,0.34,0,0
46,171,91,0.14,0,0
28,189,93,0.46,0,1
46,61,85,0.57,31,1
28,255,24,0.15,6,0
58,225,10,0.08,0,0
33,121,41,0.08,0,0
39,151,35,0.32,0,0
21,161,79,0.46,0,0
50,293,25,0.59,0,1
48,264,85,0.58,0,0
52,58,11,0.55,0,0
47,34,14,0.44,34,0
38,262,5,0.31,0,0
35,47,29,0.54,0,0
33,33,65,0.28,0,0
27,63,4,0.01,0,0
42,166,61,0.38,0,0
21,291,45,0.24,0,1
27,155,25,0.38,16,0
22,258,66,0.04,0,0
20,35,61,0.33,0,0
22,208,19,0.36,0,0
34,278,28,0.25,0,0
46,116,37,0.45,0,0
29,183,20,0.14,0,1
33,154,52,0.32,0,0
18,70,90,0.21,0,0
19,150,20,0.34,39,0
58,37,53,0.05,0,0
58,43,18,0.15,0,1
20,85,41,0.34,0,0
22,263,74,0.18,0,0
24,185,77,0.54,0,0
48,125,37,0.3,0,0
25,125,28,0.11,0,0
20,219,94,0.19,0,0
51,239,73,0.03,0,0
50,40,91,0.52,0,1
59,68,17,0.5,38,0
58,103,86,0.19,20,0
52,115,70,0.25,0,0
34,61,64,0.59,0,0
29,293,60,0.04,0,0
27,222,73,0.17,0,1
32,100,16,0.3,0,1
52,46,65,0.33,0,1
24,297,12,0.39,6,0
46,168,5,0.49,0,1
40,150,96,0.04,0,0
31,215,93,0.32,0,0
29,246,2,0.23,0,0
17,41,80,0.14,0,1
18,137,36,0.43,0,0
36,244,22,0.56,0,0
44,198,41,0.53,43,0
34,187,41,0.59,0,0
34,163,14,0.07,0,0
16,101,91,0.39,0,0
54,163,68,0.24,47,1
21,143,40,0.17,0,0
41,248,79,0.37,16,0
39,179,93,0.15,0,0
39,113,79,0.27,20,0
53,33,76,0.29,0,0
30,112,29,0.3,43,0
55,281,27,0.44,0,0
19,119,99,0.38,36,0
36,293,77,0.54,22,0
35,26,44,0.34,0,1
42,77,15,0.18,0,0
28,145,90,0.28,0,0
29,195,74,0.34,0,1
43,188,85,0.22,0,1
32,175,12,0.54,30,0
28,268,48,0.07,43,0
22,246,16,0.36,42,0
38,224,78,0.23,0,1
59,22,48,0.05,17,0
18,230,42,0.26,28,0
43,55,64,0.07,46,1
33,99,6,0.18,0,0
48,243,65,0.23,0,0
45,75,4,0.17,0,1
27,178,82,0.01,0,0
25,177,91,0.53,0,0
22,261,32,0.31,0,0
18,235,7,0.42,0,0
37,135,10,0.29,0,0
50,67,41,0.53,0,0
32,182,30,0.47,25,1
57,212,90,0.22,14,0
33,123,13,0.22,7,0
48,134,91,0.14,0,0
27,112,13,0.54,0,0
52,126,53,0.05,0,1
21,55,79,0.19,0,0
27,246,60,0.14,0,0
17,125,77,0.26,18,0
55,116,35,0.03,0,0
32,275,95,0.1,0,0
47,126,71,0.29,0,1
52,285,82,0.57,0,0
39,14,56,0.04,0,0
27,252,11,0.35,28,0
21,143,6,0.36,0,0
41,204,65,0.44,0,0
49,20,7,0.45,0,0
51,142,29,0.09,0,0
59,51,99,0.55,8,1
32,271,34,0.28,0,1
32,131,41,0.36,0,0
42,104,27,0.34,0,0
51,12,81,0.3,0,0
51,126,22,0.58,0,0
51,174,58,0.15,0,0
24,283,75,0.11,0,1
37,267,72,0.12,38,0
54,73,48,0.07,40,1
53,67,35,0.53,0,0
59,233,80,0.16,36,0
37,298,33,0.42,0,1
35,205,71,0.28,16,0
42,160,91,0.27,0,0
16,33,95,0.3,0,0
37,87,84,0.25,0,0
42,193,28,0.55,19,0
18,224,19,0.58,40,1
24,243,64,0.1,0,0
24,291,43,0.05,25,1
22,28,70,0.19,0,0
48,58,14,0.32,20,0
49,137,43,0.31,0,0
31,79,57,0.47,0,0
38,42,31,0.51,15,0
51,92,58,0.0,0,0
16,220,4,0.6,0,1
56,144,64,0.1,0,0
53,27,2,0.08,0,0
57,269,97,0.08,15,0
41,221,64,0.35,0,1
27,264,84,0.4,0,0
56,226,8,0.2,15,0
17,181,73,0.13,0,0
54,198,68,0.29,0,0
32,169,6,0.13,0,1
50,162,40,0.24,11,0
36,223,81,0.02,0,0
58,40,72,0.42,0,0
57,75,62,0.49,44,0
26,166,22,0.44,5,0
30,267,80,0.21,0,0
43,17,54,0.47,41,0
53,128,90,0.3,0,0
17,232,48,0.53,0,0
58,195,55,0.07,0,0
26,253,98,0.25,0,0
58,257,56,0.25,24,0
46,212,50,0.51,0,1
20,96,85,0.34,0,0
53,169,56,0.17,0,0
30,281,63,0.02,0,0
38,294,55,0.31,0,0
43,205,83,0.07,0,0
52,64,50,0.55,0,0
45,202,21,0.14,41,1
36,176,67,0.46,0,0
16,268,98,0.59,8,1
37,90,80,0.3,0,1
33,33,20,0.24,23,1
50,169,50,0.2,0,0
57,78,21,0.08,0,0
43,79,64,0.38,0,1
41,149,22,0.16,0,0
47,219,8,0.45,39,0
18,131,10,0.3,0,0
33,110,78,0.42,0,0
23,167,91,0.22,0,1
51,30,85,0.59,0,0
55,41,62,0.35,0,0
36,202,43,0.04,0,0
23,77,12,0.07,8,1
26,244,73,0.32,45,1
59,88,32,0.1,22,0
40,227,3,0.58,31,0
54,205,94,0.09,0,0
58,182,45,0.14,0,0
22,193,71,0.08,0,0
24,158,51,0.26,0,0
33,277,49,0.39,29,0
23,53,85,0.21,0,0
49,128,4,0.49,10,0
47,46,54,0.2,0,1
43,272,95,0.38,0,0
28,48,4,0.24,0,0
31,47,19,0.05,0,0
38,148,82,0.31,0,1
43,271,66,0.54,0,0
59,120,83,0.17,0,0
22,280,99,0.29,0,0
24,88,72,0.3,41,0
45,254,75,0.56,31,0
47,82,72,0.27,0,1
59,285,72,0.34,0,0
16,277,49,0.22,0,0
35,287,72,0.37,26,0
29,28,22,0.6,0,0
24,160,56,0.11,0,0
31,75,4,0.04,0,0
33,41,22,0.55,0,1
30,114,49,0.3,0,0
56,37,9,0.29,0,0
24,279,37,0.16,36,0
56,50,99,0.32,34,1
55,102,63,0.24,0,0
57,10,72,0.43,0,0
48,193,41,0.17,0,0
40,38,54,0.24,26,0
36,250,44,0.31,0,0
35,119,98,0.51,0,0
23,52,37,0.44,0,0
20,132,80,0.35,0,1
18,274,43,0.49,0,0
35,168,85,0.43,39,0
55,93,85,0.4,0,1
23,288,82,0.39,0,0
26,151,33,0.09,41,0
48,169,93,0.15,0,0
31,14,67,0.39,0,0
51,251,10,0.12,0,0
41,283,6,0.31,0,0
37,113,50,0.51,0,0
29,49,30,0.34,10,0
46,154,51,0.16,0,1
25,272,94,0.23,0,0
38,199,38,0.04,0,1
33,197,43,0.26,47,0
20,22,58,0.03,0,1
21,202,4,0.24,0,0
47,214,79,0.52,0,0
31,13,8,0.33,26,0
55,147,98,0.08,0,1
35,230,60,0.09,0,1
38,164,41,0.42,0,1
49,201,48,0.22,11,0
35,202,39,0.09,0,0
54,180,16,0.22,0,1
37,245,21,0.35,0,0
38,186,46,0.07,30,0
57,222,96,0.26,15,0
34,233,90,0.42,0,0
29,46,11,0.57,46,0
16,215,30,0.36,0,0
37,34,33,0.26,0,0
54,275,66,0.25,0,1
30,16,51,0.41,0,0
18,178,59,0.27,0,0
31,82,95,0.46,0,0
27,167,79,0.07,0,0
38,90,12,0.41,0,0
31,126,22,0.15,42,0
45,153,2,0.15,0,0
22,140,52,0.36,0,0
23,40,24,0.28,23,0
56,112,16,0.54,0,0
46,268,68,0.59,22,0
21,41,32,0.46,44,0
27,279,29,0.46,0,1
36,35,18,0.52,0,0
33,86,44,0.11,37,0
38,37,64,0.35,0,1
29,286,83,0.5,0,0
26,28,28,0.31,0,1
40,92,65,0.04,0,0
26,198,59,0.05,0,1
43,77,78,0.21,0,1
42,82,27,0.58,0,1
23,37,18,0.36,0,0
46,156,29,0.52,0,0
33,266,48,0.16,0,0
57,90,86,0.56,0,0
53,266,33,0.23,32,1
30,150,9,0.05,40,0
56,120,93,0.57,0,0
41,25,52,0.33,0,0
22,169,52,0.1,0,1
42,91,81,0.52,0,0
21,292,83,0.3,44,1
20,281,37,0.41,0,0
44,52,17,0.2,0,0
18,96,21,0.24,0,1
17,126,68,0.49,0,0
25,205,47,0.54,15,0
19,154,99,0.27,0,0
33,92,8,0.53,0,1
27,192,62,0.47,0,0
38,247,51,0.38,0,0
21,83,67,0.39,0,1
39,45,47,0.53,0,0
37,270,37,0.18,0,0
50,269,52,0.17,8,0
45,93,83,0.04,32,0
39,176,15,0.47,0,0
58,115,23,0.34,0,0
52,243,4,0.21,0,0
50,204,92,0.15,26,1
47,191,42,0.52,0,1
52,147,9,0.11,21,0
28,151,70,0.1,0,0
19,276,15,0.28,0,0
27,156,61,0.23,0,1
44,241,42,0.19,33,1
41,117,86,0.06,0,1
32,32,65,0.28,5,0
39,240,59,0.22,0,0
19,197,33,0.17,41,0
44,157,15,0.01,18,0
17,196,12,0.44,0,0
21,84,31,0.5,0,1
21,178,66,0.18,0,0
47,281,31,0.19,0,0
55,170,29,0.29,0,0
59,106,37,0.53,0,0
31,79,17,0.3,0,0
30,146,77,0.33,42,0
57,286,87,0.53,0,0
58,45,59,0.49,0,0
57,290,16,0.17,0,0
48,168,78,0.41,0,0
45,136,20,0.33,0,1
23,137,39,0.49,0,0
43,159,75,0.24,0,0
23,75,95,0.31,0,0
39,180,32,0.23,0,0
22,253,9,0.39,0,1
22,224,99,0.3,0,1
51,25,88,0.36,37,0
16,30,37,0.27,0,0
25,159,16,0.57,17,0
42,47,59,0.06,0,0
52,247,11,0.04,0,1
22,185,11,0.17,0,0
42,43,35,0.58,0,1
52,36,77,0.52,13,0
23,79,21,0.12,0,1
57,291,51,0.42,0,0
57,36,49,0.13,0,0
19,168,49,0.43,0,0
47,166,19,0.34,36,0
42,199,62,0.56,0,0
42,287,96,0.08,0,1
22,59,78,0.58,45,0
45,178,92,0.08,16,1
49,25,6,0.34,0,0
51,192,47,0.15,0,0
51,102,50,0.48,0,0
39,158,69,0.27,5,0
21,21,20,0.18,22,0
56,41,65,0.01,0,0
33,204,77,0.08,0,0
59,207,9,0.06,0,0
54,194,66,0.43,0,1
37,219,9,0.02,0,0
30,28,72,0.46,0,0
26,137,58,0.36,0,1
24,283,88,0.3,0,0
30,176,68,0.56,0,0
38,231,24,0.2,0,0
42,124,11,0.16,0,0
39,132,69,0.58,31,0
28,169,32,0.52,28,0
28,251,38,0.1,0,0
49,207,22,0.4,0,0
26,228,24,0.12,0,0
33,27,66,0.4,28,1
59,182,3,0.24,0,0
47,151,88,0.44,31,0
22,158,52,0.13,0,0
56,255,75,0.58,0,0
40,298,19,0.06,11,1
20,231,84,0.46,0,0
36,193,45,0.52,0,1
24,42,60,0.29,22,0
54,44,57,0.19,0,1
51,123,33,0.28,0,0
27,11,50,0.32,33,0
33,204,96,0.5,0,0
55,251,96,0.11,48,0
53,157,47,0.58,0,0
40,53,42,0.25,12,0
20,189,29,0.27,0,0
50,226,38,0.28,0,0
18,200,75,0.26,0,1
29,118,19,0.16,0,1
59,235,39,0.28,0,0
34,289,79,0.09,0,0
36,199,4,0.12,0,0
28,78,64,0.51,0,0
58,90,57,0.01,6,1
39,225,30,0.24,47,0
20,99,9,0.35,0,0
54,199,95,0.51,0,0
37,182,48,0.34,0,0
40,59,35,0.37,0,0
37,145,82,0.13,42,0
22,60,46,0.02,31,0
19,244,7,0.22,0,1
43,14,63,0.5,0,1
33,59,76,0.05,0,0
49,137,23,0.19,0,0
16,146,81,0.56,0,0
56,256,40,0.53,0,1
59,188,85,0.55,0,1
39,124,83,0.52,35,0
22,239,73,0.46,45,1
40,58,83,0.27,0,0
45,159,34,0.01,0,0
37,16,43,0.39,43,0
42,163,3,0.46,0,0
30,43,43,0.08,0,0
32,12,96,0.47,0,1
59,49,42,0.3,0,0
48,287,79,0.13,24,1
25,262,23,0.17,0,0
23,70,85,0.46,0,0
41,125,17,0.34,33,1
16,157,46,0.14,32,0
21,208,21,0.04,0,1
29,141,42,0.01,0,0
36,165,45,0.46,0,0
52,280,81,0.27,0,1
51,294,73,0.28,15,0
40,168,64,0.19,0,0
34,153,82,0.47,0,0
16,177,50,0.49,0,0
54,290,91,0.42,41,1
27,116,39,0.44,0,1
25,52,72,0.18,26,0
19,158,8,0.29,0,0
44,155,97,0.2,34,0
45,77,92,0.12,0,0
23,256,3,0.38,11,0
45,27,50,0.14,0,1
23,170,17,0.14,0,0
27,185,6,0.1,0,1
48,277,74,0.36,0,0
35,117,57,0.22,0,1
57,184,98,0.28,0,1
19,295,53,0.55,0,1
44,64,88,0.24,0,0
43,290,70,0.33,48,0
19,57,73,0.5,0,0
55,92,66,0.49,30,0
22,285,2,0.3,0,0
34,272,48,0.5,0,0
20,115,74,0.12,0,0
42,162,81,0.06,0,1
23,179,38,0.43,0,0
34,17,82,0.48,19,0
44,161,72,0.32,0,1
43,96,38,0.57,0,1
31,283,73,0.17,0,0
58,214,80,0.21,47,1
36,288,60,0.38,17,0
24,279,60,0.24,0,1
33,36,47,0.31,18,0
48,172,31,0.18,0,0
18,238,28,0.31,0,1
45,296,5,0.39,0,1
28,205,60,0.32,0,0
36,147,36,0.38,0,1
44,173,36,0.52,0,0
21,41,43,0.17,22,0
57,190,68,0.34,0,0
53,65,55,0.56,33,0
30,229,27,0.09,0,1
51,127,52,0.3,0,0
31,205,64,0.24,42,0
23,290,74,0.19,0,0
24,17,88,0.0,0,0
22,131,10,0.12,0,0
57,234,34,0.59,0,0
30,260,17,0.25,0,1
53,12,90,0.09,39,0
44,293,39,0.48,0,0
22,201,43,0.11,0,0
48,89,90,0.34,22,1
37,116,29,0.58,0,0
31,252,13,0.01,17,0
51,122,16,0.54,0,0
31,190,66,0.13,0,1
20,208,44,0.36,0,0
53,73,91,0.15,0,0
17,184,93,0.15,0,0
41,223,53,0.33,0,0
24,75,29,0.26,0,0
55,134,25,0.21,0,0
55,14,80,0.42,0,0
44,287,96,0.4,0,0
16,159,66,0.07,0,1
48,251,28,0.49,46,0
55,65,13,0.54,44,0
26,52,5,0.47,0,1
43,36,47,0.4,0,1
33,125,85,0.44,0,1
53,273,27,0.5,0,0
44,34,50,0.15,27,0
31,227,23,0.55,0,1
48,165,54,0.22,0,1
30,23,76,0.5,0,0
49,121,19,0.24,46,0
30,163,4,0.51,0,1
16,228,21,0.2,0,0
22,165,43,0.18,0,1
20,86,77,0.27,0,0
18,168,51,0.29,0,0
51,165,43,0.39,0,1
50,45,83,0.18,0,0
56,55,1,0.19,0,1
35,26,81,0.03,0,0
19,196,11,0.51,0,0
48,33,52,0.43,0,1
49,85,25,0.14,0,1
56,245,92,0.28,38,0
22,48,11,0.15,0,0
35,216,36,0.43,0,0
59,137,33,0.0,0,0
48,120,78,0.54,41,1
25,230,20,0.31,0,0
19,230,82,0.26,0,0
30,78,65,0.08,0,1
36,281,27,0.08,0,1
24,42,28,0.6,5,0
37,61,62,0.57,0,0
44,43,82,0.48,0,1
35,156,44,0.56,0,0
57,107,32,0.14,0,1
42,31,72,0.36,0,0
30,96,10,0.39,0,0
59,18,95,0.46,0,0
27,52,35,0.11,0,0
34,48,87,0.04,0,0
39,109,95,0.58,0,0
53,113,59,0.35,0,0
30,79,1,0.16,0,0
53,226,99,0.05,49,0
44,154,98,0.07,0,1
43,149,38,0.04,0,0
51,57,59,0.43,24,0
53,270,29,0.13,0,0
42,85,12,0.27,0,0
29,50,5,0.26,0,0
20,102,85,0.09,39,0
35,180,41,0.04,0,1
34,20,91,0.11,0,0
40,97,57,0.43,0,0
17,266,28,0.47,0,1
50,75,73,0.39,0,1
26,53,61,0.14,0,1
55,102,60,0.59,0,1
56,37,33,0.11,0,0
34,56,36,0.35,0,0
34,101,26,0.19,46,0
20,224,51,0.23,0,1
52,220,66,0.06,0,1
42,74,97,0.02,0,0
25,29,57,0.44,0,1
39,126,48,0.36,0,1
50,199,26,0.29,0,0
31,278,12,0.18,0,1
30,242,28,0.38,0,1
49,175,73,0.01,0,0
29,49,12,0.34,0,0
39,163,13,0.26,0,0
30,68,54,0.16,0,0
42,24,70,0.17,0,0
58,113,62,0.48,31,0
34,203,10,0.1,42,0
47,129,85,0.27,0,0
52,294,36,0.4,0,1
24,60,12,0.1,0,0
57,261,5,0.52,0,0
28,168,15,0.48,0,0
25,26,63,0.21,14,0
50,60,93,0.34,0,0
32,262,20,0.37,0,0
51,87,65,0.32,0,0
55,141,69,0.19,17,0
34,58,54,0.13,0,0
26,169,6,0.32,26,0
46,121,71,0.32,0,0
41,66,3,0.55,0,0
53,31,72,0.46,5,0
48,57,92,0.12,0,0
26,143,9,0.23,0,0
28,204,40,0.2,0,1
50,28,81,0.37,0,1
19,286,67,0.16,0,0
37,263,20,0.3,0,1
25,11,51,0.21,0,0
40,297,85,0.38,0,1
55,84,46,0.21,0,0
44,77,52,0.01,0,0
28,266,51,0.32,0,1
38,278,3,0.25,0,1
50,272,1,0.16,0,1
41,107,57,0.27,41,1
22,170,12,0.52,0,0
57,117,38,0.53,0,0
53,167,80,0.13,40,0
20,213,39,0.39,0,0
51,143,7,0.31,0,1
24,28,62,0.04,0,0
53,64,20,0.35,44,0
51,88,92,0.6,0,0
40,172,48,0.54,0,0
24,86,23,0.28,28,1
57,230,65,0.49,15,1
22,36,8,0.35,0,0
47,170,35,0.47,0,0
28,43,50,0.27,0,0
36,77,34,0.44,0,0
50,285,81,0.17,0,0
42,64,70,0.05,0,1
33,44,40,0.01,0,0
39,264,21,0.14,0,1
39,194,7,0.22,0,1
47,212,50,0.44,39,1
58,29,5,0.07,0,1
23,105,79,0.26,0,1
20,254,96,0.38,0,0
23,234,87,0.27,25,0
52,40,84,0.08,0,0
23,146,57,0.4,0,0
17,289,85,0.57,10,0
20,218,76,0.58,0,1
48,267,50,0.59,14,0
16,91,79,0.53,0,0
53,67,87,0.28,0,0
19,19,88,0.0,41,0
43,218,63,0.14,0,1
23,190,83,0.41,0,1
47,192,18,0.54,0,1
44,124,41,0.59,0,0
18,214,58,0.55,0,0
24,128,59,0.15,0,0
49,252,45,0.57,0,0
48,44,56,0.5,26,0
39,29,87,0.03,0,0
29,234,3,0.53,31,0
51,120,21,0.57,9,0
46,201,37,0.34,0,0
31,75,15,0.23,41,0
38,86,59,0.52,8,0
22,272,54,0.14,0,0
40,253,55,0.09,25,0
50,245,50,0.07,7,0
19,163,36,0.1,0,1
30,159,18,0.5,0,0
58,255,90,0.0,8,0
32,208,56,0.15,0,0
46,68,80,0.02,0,0
51,220,70,0.34,44,0
58,147,81,0.1,0,0
22,155,57,0.6,0,0
22,22,99,0.21,10,0
52,255,20,0.04,0,0
48,254,16,0.45,0,0
26,48,52,0.45,14,0
45,145,95,0.41,0,0
27,30,63,0.41,0,0
16,57,48,0.52,0,0
36,298,51,0.57,39,1
23,166,71,0.58,0,0
38,211,72,0.35,0,0
57,213,89,0.12,0,1
35,27,68,0.25,0,0
43,297,38,0.41,18,0
25,115,35,0.21,0,0
46,154,38,0.25,6,0
59,238,40,0.09,0,0
49,31,93,0.03,0,0
21,141,94,0.54,0,1
31,248,71,0.07,0,0
17,104,3,0.3,0,0
27,23,42,0.39,0,0
18,14,82,0.04,31,0
37,185,65,0.19,0,0
47,47,71,0.43,0,0
44,140,92,0.12,39,0
28,273,61,0.04,0,0
35,64,64,0.37,0,1
53,295,88,0.42,0,0
21,200,34,0.48,28,0
35,227,4,0.02,32,0
26,248,67,0.09,0,0
41,220,87,0.19,0,0
40,11,70,0.46,0,0
27,261,83,0.51,0,1
58,227,88,0.27,0,0
52,50,13,0.21,23,0
16,186,52,0.42,0,1
57,58,41,0.0,27,0
31,240,84,0.58,39,0
35,170,78,0.28,39,0
38,85,37,0.15,0,1
29,114,83,0.13,0,1
28,25,69,0.25,0,0
41,173,71,0.33,0,0
